,Location_code,PRECIP,PRESSUREAVG,PRESSUREMAX,PRESSUREMIN,RELHUM10MAVG,RELHUM10MMAX,RELHUM10MMIN,RELHUM2MAVG,RELHUM2MMAX,RELHUM2MMIN,SLPAVG,SOILEC10CM,SOILEC20CM,SOILEC50CM,SOILEC5CM,SOILKA10CM,SOILKA20CM,SOILKA50CM,SOILKA5CM,SOILPA10CM,SOILPA20CM,SOILPA50CM,SOILPA5CM,SOILTMP10AVG,SOILTMP10AVG655,SOILTMP10MAX,SOILTMP10MIN,SOILTMP20AVG655,SOILTMP50AVG655,SOILTMP5AVG,SOILTMP5AVG655,SOILTMP5MAX,SOILTMP5MIN,SOILVR10CM,SOILVR20CM,SOILVR50CM,SOILVR5CM,SR,SRAVG,STATION,TEMP10MAVG,TEMP10MMAX,TEMP10MMIN,TEMP2MAVG,TEMP2MMAX,TEMP2MMIN,TIMESTAMP,VPDEFAVG,VWC10CM,VWC20CM,VWC50CM,VWC5CM,WDIR10M,WDIR10MSTD,WDIR2M,WDIR2MSTD,WSPD10MAVG,WSPD10MMAX,WSPD2MAVG,WSPD2MMAX
140,Histgen_Ashland,0.0,97.79,97.93,97.61,81.67,96.19,57.67,83.66,96.19,57.67,101.49,0.40024,0.46573,1.00242,0.3833,25.64,28.29,41.12,24.74,1.8712,1.9291,2.1529,1.8575,23.32,23.44,25.24,21.82,23.3,23.06,23.96,23.55,27.4,21.6,1.5051,1.5895,2.265,1.4818,15.67,181.34,Ashland Bottoms,23.38,28.31,19.29,23.06,28.31,19.29,2018-09-14,0.53,0.4066,0.4302,0.5167,0.3979,154.3,13.68,147.7,18.74,4.5,12.15,2.42,8.86
141,Histgen_Ashland,0.0,97.88,98.04,97.72,73.32,95.09,51.6,76.63,95.09,51.6,101.55,0.40493,0.46829,1.00285,0.39208,24.92,27.97,40.84,24.05,1.8579,1.9236,2.1493,1.8446,24.41,24.51,27.02,22.21,23.91,23.12,25.41,24.9,29.83,22.09,1.5111,1.5928,2.2656,1.4929,22.07,255.47,Ashland Bottoms,25.7,31.08,20.16,25.2,31.08,20.16,2018-09-15,0.87,0.3997,0.4276,0.5151,0.391,164.72,13.19,158.71,18.16,3.63,10.0,2.03,6.72
142,Histgen_Ashland,0.0,98.03,98.27,97.82,67.7,98.26,42.04,71.8,98.26,42.04,101.7,0.40678,0.47252,1.0054,0.3974,24.05,27.59,40.64,23.21,1.8413,1.9171,2.1469,1.8284,25.2,25.38,27.79,22.82,24.65,23.36,26.2,25.72,30.54,22.53,1.5134,1.5982,2.2688,1.4996,21.66,250.69,Ashland Bottoms,26.36,32.1,19.22,25.72,32.1,19.22,2018-09-16,1.1,0.391,0.4243,0.5139,0.3822,128.17,62.96,128.25,63.49,1.93,6.25,1.11,5.53
143,Histgen_Ashland,0.0,97.78,98.05,97.49,64.55,96.35,43.34,68.74,96.35,43.34,101.45,0.39685,0.47116,1.00922,0.39297,23.06,27.05,40.41,22.21,1.8214,1.9072,2.1441,1.8083,25.32,25.49,27.77,23.02,24.98,23.66,26.16,25.75,30.45,22.6,1.5008,1.5964,2.2737,1.494,21.85,252.85,Ashland Bottoms,25.64,31.01,18.48,25.02,31.01,18.48,2018-09-17,1.12,0.3806,0.4196,0.5126,0.3713,164.36,44.88,161.38,46.89,2.34,7.74,1.25,5.72
144,Histgen_Ashland,0.0,97.54,97.74,97.33,65.66,88.58,49.95,69.13,88.58,49.95,101.19,0.38744,0.46769,1.0095,0.39125,22.1,26.45,40.1,21.32,1.8016,1.8961,2.1402,1.7902,25.67,25.83,27.87,23.78,25.23,23.87,26.65,26.17,30.34,23.74,1.4888,1.592,2.2741,1.4919,17.99,208.17,Ashland Bottoms,26.91,32.1,20.48,26.47,32.1,20.48,2018-09-18,1.14,0.3701,0.4141,0.5108,0.3612,162.56,39.3,154.05,33.24,3.1,9.13,1.71,5.76
145,Histgen_Ashland,0.0,97.4,97.61,97.1,64.11,90.96,43.75,67.55,90.96,43.75,101.02,0.37969,0.46606,1.01026,0.39095,21.18,25.94,39.81,20.62,1.7826,1.8865,2.1364,1.776,26.13,26.52,28.18,24.24,25.71,24.08,27.27,26.83,31.03,24.22,1.479,1.5899,2.2751,1.4915,21.5,248.89,Ashland Bottoms,28.0,33.32,21.92,27.52,33.32,21.92,2018-09-19,1.34,0.3596,0.4094,0.5091,0.353,171.52,19.36,164.61,21.56,3.34,7.92,2.0,5.74
146,Histgen_Ashland,0.0,97.28,97.5,97.0,59.73,92.56,40.2,63.36,92.56,40.2,100.89,0.36677,0.46027,1.01652,0.3855,20.25,25.43,39.44,19.97,1.7624,1.8768,2.1319,1.762,26.2,26.7,28.26,24.29,25.99,24.33,27.35,26.97,31.11,24.27,1.4626,1.5825,2.2831,1.4846,22.13,256.11,Ashland Bottoms,28.09,33.53,20.56,27.51,33.53,20.56,2018-09-20,1.49,0.3485,0.4046,0.5069,0.345,161.94,25.33,159.35,25.03,3.84,11.88,2.17,7.57
147,Histgen_Ashland,10.16,97.14,97.7,96.71,61.97,96.97,39.25,64.27,96.97,39.25,100.76,0.34882,0.44825,1.0141,0.37544,19.2,24.74,39.03,19.24,1.7388,1.8631,2.1264,1.7458,26.12,26.51,27.94,24.51,25.98,24.51,27.02,26.7,30.42,24.44,1.4398,1.5672,2.28,1.4719,22.22,257.12,Ashland Bottoms,27.21,32.98,19.94,26.89,32.98,19.94,2018-09-21,1.45,0.3353,0.3979,0.5045,0.3358,177.04,33.15,168.37,32.13,5.61,14.62,3.61,12.19
148,Histgen_Ashland,0.25,98.35,98.8,97.48,69.51,98.86,48.77,72.84,98.86,48.77,102.11,0.31694,0.42417,1.00644,0.32633,18.19,23.94,38.64,18.18,1.7142,1.8462,2.1207,1.7186,22.81,23.15,25.54,20.34,24.5,24.53,21.93,22.25,25.11,18.55,1.3993,1.5365,2.2702,1.4098,11.29,130.62,Ashland Bottoms,17.59,20.11,11.19,17.21,20.11,11.19,2018-09-22,0.54,0.322,0.3898,0.5022,0.3219,350.02,51.64,340.42,55.54,3.64,9.8,2.2,7.58
149,Histgen_Ashland,0.0,98.42,98.8,97.97,70.23,98.42,37.37,73.84,98.42,37.37,102.26,0.29282,0.39266,0.98088,0.29204,17.61,23.16,38.13,17.58,1.6993,1.829,2.1122,1.7023,20.2,20.46,22.34,18.16,21.85,23.82,19.58,19.75,23.43,16.33,1.3688,1.4963,2.2373,1.3666,23.65,273.74,Ashland Bottoms,14.84,22.46,7.81,14.3,22.46,7.81,2018-09-23,0.54,0.3142,0.3817,0.4991,0.3137,71.61,51.44,67.08,57.4,1.82,5.8,1.19,5.04
150,Histgen_Ashland,0.0,97.81,98.08,97.49,72.42,99.8,42.2,75.52,99.8,42.2,101.6,0.28945,0.38271,0.95698,0.28975,17.44,22.79,37.5,17.47,1.695,1.8211,2.1021,1.6995,20.35,20.59,22.93,17.84,21.34,23.0,20.33,20.27,24.79,16.33,1.3645,1.4837,2.2066,1.3637,23.14,267.86,Ashland Bottoms,18.08,26.27,8.87,17.42,26.27,8.87,2018-09-24,0.66,0.3117,0.3777,0.4953,0.3121,121.94,48.56,127.06,37.11,2.04,7.8,1.22,7.08
151,Histgen_Ashland,0.0,97.35,97.66,97.02,79.4,99.86,51.95,81.53,99.86,51.95,101.08,0.29165,0.38068,0.94163,0.29563,17.36,22.56,37.01,17.45,1.6935,1.8162,2.0943,1.6997,21.12,21.39,23.44,19.11,21.6,22.56,21.56,21.35,25.43,18.07,1.3673,1.4811,2.187,1.3711,17.83,206.4,Ashland Bottoms,20.63,27.23,12.83,20.22,27.23,12.83,2018-09-25,0.54,0.3107,0.3751,0.4923,0.3119,150.36,35.98,150.88,32.18,3.01,10.21,1.68,6.8
152,Histgen_Ashland,0.0,97.74,98.53,97.19,79.63,99.83,52.12,82.81,99.83,52.12,101.49,0.28639,0.37735,0.9347,0.28971,17.16,22.32,36.7,17.26,1.6884,1.8114,2.0896,1.6949,20.65,21.0,21.62,18.69,21.74,22.41,20.43,20.51,22.81,17.13,1.3606,1.4769,2.1781,1.3636,7.44,86.06,Ashland Bottoms,17.83,23.28,7.85,17.15,23.28,7.85,2018-09-26,0.34,0.3078,0.3726,0.4904,0.3093,275.92,77.4,243.85,75.97,3.2,11.64,2.03,8.64
153,Histgen_Ashland,0.0,98.52,98.96,98.18,66.24,99.86,26.59,70.84,99.86,26.59,102.4,0.26639,0.35421,0.92258,0.26505,16.64,21.71,36.29,16.75,1.6748,1.7974,2.083,1.681,18.56,18.84,20.72,16.53,20.02,22.02,18.01,18.22,21.67,14.78,1.3353,1.4475,2.1625,1.3326,20.01,231.65,Ashland Bottoms,13.05,21.71,4.67,12.16,21.71,4.67,2018-09-27,0.58,0.3004,0.3657,0.4878,0.302,211.96,74.02,187.05,69.23,1.35,6.14,0.89,5.12
154,Histgen_Ashland,0.0,97.8,98.3,97.39,55.2,90.57,27.28,61.03,90.57,27.28,101.63,0.25954,0.34169,0.90392,0.26128,16.29,21.23,35.7,16.49,1.666,1.7867,2.0734,1.6747,18.65,18.75,21.24,16.24,19.58,21.44,18.45,18.46,22.88,14.62,1.3266,1.4315,2.1386,1.3278,21.75,251.79,Ashland Bottoms,16.12,24.37,6.99,15.27,24.37,6.99,2018-09-28,0.85,0.2953,0.3601,0.4841,0.2983,191.32,30.07,181.38,31.02,2.76,8.64,1.72,7.25
155,Histgen_Ashland,3.3,98.39,98.8,97.67,67.89,93.52,44.35,70.75,93.52,44.35,102.25,0.24878,0.32813,0.88901,0.25006,15.79,20.71,35.16,16.11,1.6534,1.775,2.0646,1.6646,17.88,17.94,19.0,16.81,19.2,21.04,17.1,17.3,19.43,15.29,1.313,1.4143,2.1196,1.3137,12.32,142.56,Ashland Bottoms,12.06,16.97,7.78,11.66,16.97,7.78,2018-09-29,0.43,0.2879,0.354,0.4806,0.2926,23.07,36.55,15.17,42.95,4.43,12.74,2.88,9.53
156,Histgen_Ashland,1.78,98.19,98.78,97.71,88.29,97.8,72.12,89.55,97.8,72.12,102.07,0.23837,0.31188,0.87335,0.23841,15.42,20.26,34.68,15.8,1.6436,1.7644,2.0567,1.6564,16.78,16.66,18.14,15.47,17.95,20.52,16.29,16.23,18.71,13.99,1.2999,1.3937,2.0995,1.2991,4.95,57.31,Ashland Bottoms,12.83,19.75,7.05,12.68,19.75,7.05,2018-09-30,0.18,0.2823,0.3486,0.4775,0.2881,78.15,70.76,72.89,69.58,2.36,7.41,1.61,6.43
157,Histgen_Ashland,0.0,97.99,98.16,97.82,93.63,98.06,88.09,94.08,98.06,88.09,101.79,0.24794,0.31694,0.86046,0.24928,15.6,20.32,34.35,15.97,1.6486,1.766,2.0509,1.6614,18.18,18.11,18.62,17.86,18.55,20.04,18.11,17.92,18.86,17.41,1.312,1.4001,2.083,1.3127,4.24,49.05,Ashland Bottoms,15.82,17.38,14.11,15.71,17.38,14.11,2018-10-01,0.11,0.2849,0.3493,0.4753,0.2906,28.51,20.38,23.33,20.82,2.74,7.08,1.81,5.78
158,Histgen_Ashland,0.0,97.99,98.19,97.82,87.56,99.77,72.14,88.54,99.77,72.14,101.77,0.25097,0.31818,0.85585,0.2541,15.61,20.29,34.14,16.04,1.6492,1.7655,2.0475,1.6634,18.82,18.77,20.4,17.66,18.9,19.91,18.99,18.72,21.66,17.26,1.3158,1.4017,2.0771,1.3188,8.06,93.27,Ashland Bottoms,17.89,23.62,13.78,17.63,23.62,13.78,2018-10-02,0.26,0.2851,0.3489,0.474,0.2916,351.29,87.17,333.69,86.38,2.85,9.9,1.9,6.9
159,Histgen_Ashland,0.0,97.73,98.16,97.26,73.65,99.86,40.29,75.02,99.86,40.29,101.48,0.2549,0.31524,0.85265,0.26157,15.54,20.12,33.91,16.07,1.6481,1.7618,2.0438,1.6647,19.99,19.89,22.44,17.72,19.53,19.92,20.54,20.11,24.41,17.04,1.3208,1.398,2.073,1.3282,17.23,199.38,Ashland Bottoms,21.89,31.17,12.83,21.69,31.17,12.83,2018-10-03,0.91,0.2841,0.3469,0.4724,0.292,127.13,63.48,119.64,63.69,4.02,12.39,2.55,9.31
160,Histgen_Ashland,17.02,97.04,97.98,96.61,65.86,93.28,46.61,67.88,93.28,46.61,100.67,0.2869,0.29986,0.85349,0.29252,17.4,19.76,33.58,17.11,1.6896,1.7528,2.0392,1.6907,22.28,22.26,24.57,20.66,21.29,20.21,23.04,22.61,26.6,20.21,1.3613,1.3784,2.0741,1.3672,18.9,218.73,Ashland Bottoms,25.5,32.91,16.36,25.25,32.91,16.36,2018-10-04,1.16,0.3065,0.3423,0.4702,0.3061,177.73,54.3,168.62,53.69,6.39,15.54,4.25,12.03
161,Histgen_Ashland,0.0,98.1,98.54,97.7,64.66,95.02,48.17,66.83,95.02,48.17,101.94,0.33211,0.26309,0.85683,0.29407,23.7,18.96,33.36,19.5,1.8299,1.7329,2.0361,1.7449,18.2,18.11,21.52,17.13,19.78,20.61,16.93,17.19,20.22,15.14,1.4186,1.3318,2.0784,1.3691,8.79,101.7,Ashland Bottoms,11.85,16.5,7.24,11.74,16.5,7.24,2018-10-05,0.47,0.3873,0.3322,0.4687,0.3392,24.77,46.96,18.89,47.65,4.23,12.23,2.81,8.88
162,Histgen_Ashland,3.3,97.41,97.85,97.0,91.16,99.66,75.83,91.75,99.66,75.83,101.21,0.32629,0.25326,0.84236,0.29507,22.98,18.73,32.96,19.24,1.8153,1.7271,2.0291,1.7392,18.2,18.09,19.53,17.17,18.6,20.12,18.26,17.99,20.44,16.59,1.4112,1.3194,2.0599,1.3704,5.99,69.34,Ashland Bottoms,15.87,22.26,11.33,15.76,22.26,11.33,2018-10-06,0.17,0.3797,0.3292,0.4659,0.3358,106.77,94.72,98.32,92.64,2.23,12.52,1.47,9.06
163,Histgen_Ashland,40.89,97.93,98.23,97.4,93.58,99.11,89.69,95.12,99.11,89.69,101.8,0.37463,0.40702,0.88213,0.35538,31.63,31.13,38.19,28.03,1.978,1.9742,2.1059,1.917,14.45,14.22,18.71,13.06,15.19,19.17,13.61,13.57,18.08,12.15,1.4725,1.5147,2.1108,1.4465,2.56,29.59,Ashland Bottoms,9.03,13.84,7.71,8.86,13.84,7.71,2018-10-07,0.06,0.4552,0.4495,0.4988,0.4263,3.63,25.44,0.0,29.55,4.1,12.21,2.71,8.78
164,Histgen_Ashland,8.89,97.81,98.08,97.44,98.06,99.86,95.43,98.8,99.86,95.43,101.69,0.38481,0.41225,0.88613,0.36568,32.8,32.28,41.25,29.62,1.9995,1.9972,2.1491,1.9478,14.01,13.82,15.24,12.89,14.33,18.02,13.98,13.72,15.6,12.44,1.4855,1.5213,2.1159,1.4595,3.65,42.28,Ashland Bottoms,11.55,14.33,8.74,11.4,14.33,8.74,2018-10-08,0.02,0.4648,0.4611,0.5175,0.4411,32.27,23.67,26.95,22.48,2.3,6.04,1.55,4.72
165,Histgen_Ashland,34.04,97.37,97.62,97.03,95.42,99.85,78.69,96.54,99.85,78.69,101.14,0.40975,0.42706,0.87601,0.39875,33.53,31.97,41.41,30.34,2.0125,1.9923,2.1507,1.9617,17.05,17.02,19.09,15.16,16.51,17.59,17.6,17.13,21.2,15.23,1.5172,1.5402,2.1029,1.5013,6.21,71.86,Ashland Bottoms,17.79,23.01,14.12,17.51,23.01,14.12,2018-10-09,0.08,0.4698,0.4589,0.5184,0.4467,108.1,66.79,98.67,63.34,2.3,11.88,1.49,11.47
166,Histgen_Ashland,21.34,96.9,97.51,96.25,94.18,99.83,71.39,95.23,99.83,71.39,100.64,0.40947,0.43806,0.88272,0.3986,33.56,32.12,41.71,30.26,2.0129,1.9951,2.155,1.9601,17.43,17.16,19.13,15.58,17.34,17.89,17.45,17.15,20.22,14.61,1.5168,1.5542,2.1115,1.5012,3.69,42.73,Ashland Bottoms,15.79,22.26,7.99,15.57,22.26,7.99,2018-10-10,0.1,0.47,0.46,0.5201,0.4461,63.94,94.77,61.26,92.72,3.81,14.5,2.54,9.82
167,Histgen_Ashland,0.25,97.46,98.24,96.85,76.74,98.84,60.2,78.41,98.84,60.2,101.34,0.37466,0.41887,0.88041,0.35722,31.96,31.48,41.6,29.34,1.9846,1.9835,2.1536,1.9425,14.23,14.14,15.58,13.0,15.48,17.8,13.59,13.65,14.73,11.79,1.4726,1.5297,2.1085,1.4488,10.26,118.79,Ashland Bottoms,8.28,10.1,6.17,8.18,10.1,6.17,2018-10-11,0.24,0.4586,0.4553,0.5195,0.4388,275.93,18.27,261.97,19.55,4.68,10.15,3.4,8.35
168,Histgen_Ashland,0.0,98.29,98.64,98.0,66.13,93.38,39.71,69.44,93.38,39.71,102.25,0.33265,0.39773,0.86562,0.32689,28.36,29.62,40.52,27.41,1.9191,1.9501,2.1383,1.9059,13.96,13.22,16.79,11.31,14.5,17.26,12.3,12.52,14.79,9.46,1.4192,1.5028,2.0896,1.4105,17.99,208.19,Ashland Bottoms,7.44,12.54,1.0,7.31,12.54,1.0,2018-10-12,0.34,0.4308,0.4411,0.5132,0.4227,284.34,50.24,270.12,42.61,2.31,9.39,1.55,6.43
169,Histgen_Ashland,6.35,97.81,98.15,97.57,89.98,99.88,66.76,91.94,99.88,66.76,101.72,0.34265,0.40905,0.85735,0.332,29.43,30.64,40.96,28.41,1.9389,1.9685,2.1438,1.9247,15.15,13.38,15.95,14.37,14.47,16.78,12.79,12.85,13.9,10.42,1.4319,1.5172,2.0791,1.417,3.98,46.07,Ashland Bottoms,7.66,9.9,2.08,7.27,9.9,2.08,2018-10-13,0.09,0.4394,0.4489,0.5157,0.4311,178.89,84.57,162.67,77.78,1.39,6.49,0.96,5.21
170,Histgen_Ashland,0.0,97.45,97.78,97.13,82.16,99.93,50.9,83.72,99.93,50.9,101.36,0.32773,0.39689,0.84723,0.32014,28.94,30.15,40.88,28.02,1.9298,1.9596,2.1424,1.9171,15.6,12.39,18.45,12.86,13.47,16.3,12.03,12.0,15.39,9.03,1.413,1.5017,2.0661,1.402,15.67,181.39,Ashland Bottoms,8.67,15.75,0.94,8.34,15.75,0.94,2018-10-14,0.25,0.4356,0.4452,0.5153,0.4279,143.6,53.73,135.36,46.06,2.37,8.25,1.3,6.6
171,Histgen_Ashland,5.33,98.06,99.0,97.31,91.96,99.93,79.64,93.42,99.93,79.64,102.02,0.30825,0.38233,0.8322,0.29725,27.79,28.96,39.8,26.83,1.908,1.9378,2.1269,1.8939,14.98,11.26,16.35,13.36,13.11,15.91,9.88,10.26,11.91,6.98,1.3883,1.4832,2.0469,1.3732,1.89,21.92,Ashland Bottoms,4.07,8.6,-0.36,3.87,8.6,-0.36,2018-10-15,0.05,0.426,0.4358,0.509,0.4175,350.04,36.13,337.85,40.71,4.3,13.74,2.77,9.78
172,Histgen_Ashland,0.0,99.03,99.33,98.79,75.53,99.66,44.1,79.37,99.66,44.1,103.1,0.29347,0.36867,0.81682,0.28188,28.43,29.72,39.84,27.42,1.9196,1.9511,2.1268,1.9047,22.1,9.35,25.9,15.92,11.16,15.24,8.09,8.45,11.08,6.17,1.3696,1.4658,2.0273,1.3538,18.46,213.7,Ashland Bottoms,2.18,8.12,-2.47,1.73,8.12,-2.47,2018-10-16,0.18,0.4314,0.4419,0.5092,0.4227,274.55,45.38,254.63,44.19,2.37,6.12,1.62,5.27
173,Histgen_Ashland,0.0,98.65,98.87,98.31,65.37,98.5,32.6,70.58,98.5,32.6,102.64,0.28748,0.35772,0.79991,0.27923,27.27,28.64,39.54,26.58,1.8976,1.9313,2.1219,1.8887,22.1,9.43,25.9,15.92,10.79,14.48,8.09,8.83,11.08,6.17,1.362,1.4519,2.0057,1.3504,19.19,222.14,Ashland Bottoms,7.87,18.78,-3.76,6.84,18.78,-3.76,2018-10-17,0.44,0.4215,0.4332,0.5075,0.4153,233.65,37.99,208.82,25.51,2.03,6.98,1.39,5.78
174,Agrocete_Ashland,0.0,97.37,97.59,97.2,53.61,67.58,34.55,54.45,67.58,34.55,100.96,0.11549000000000001,0.03517,0.49017,0.19278,8.84,8.84,18.7,13.9,1.4509999999999998,1.4448,1.7474,1.605,30.35,30.29,33.86,27.17,28.54,25.12,31.89,30.97,37.92,26.9,1.1448,1.0442,1.6129,1.2417,30.25,350.08,Ashland Bottoms,29.91,35.5,25.73,29.87,35.5,25.73,2018-06-18,2.05,0.1652,0.1651,0.3288,0.2581,160.71,11.89,154.34,14.77,6.86,14.82,4.49,10.58
175,Agrocete_Ashland,0.0,97.51,97.73,97.17,59.14,75.01,41.36,60.0,75.01,41.36,101.1,0.11417999999999999,0.03512,0.49123999999999995,0.19064,8.7,8.76,18.62,13.72,1.4463,1.4422,1.7461,1.6002,30.49,30.44,33.92,27.53,28.82,25.34,31.95,31.07,37.84,27.09,1.1432,1.0442,1.6143,1.239,25.66,296.96,Ashland Bottoms,29.51,35.5,24.64,29.43,35.5,24.64,2018-06-19,1.76,0.1622,0.1635,0.3278,0.2551,164.9,16.11,157.17,17.96,5.7,14.27,3.78,10.15
176,Agrocete_Ashland,0.0,97.45,97.69,97.09,71.78,88.65,53.04,72.64,88.65,53.04,101.07,0.10775,0.03368,0.49383,0.17529,8.43,8.65,18.56,13.21,1.4368,1.4385,1.7451,1.5856,28.32,28.25,29.85,27.1,27.9,25.5,28.6,28.23,30.54,26.19,1.1351,1.0424,1.6175,1.2197,9.79,113.35,Ashland Bottoms,25.99,30.76,20.69,25.8,30.76,20.69,2018-06-20,0.94,0.1566,0.1613,0.327,0.2467,162.65,42.23,153.46,42.38,4.24,13.78,2.72,11.35
177,Agrocete_Ashland,1.78,97.28,97.48,97.02,73.85,97.67,41.45,74.39,97.67,41.45,100.95,0.10474000000000001,0.0325,0.48966000000000004,0.16619,8.27,8.54,18.46,12.97,1.4314,1.4347,1.7426,1.5783,27.34,27.2,30.67,25.01,26.69,25.14,27.83,27.4,33.75,24.17,1.1313,1.0409,1.6123,1.2083,23.71,274.47,Ashland Bottoms,22.68,29.54,17.59,22.67,29.54,17.59,2018-06-21,0.83,0.1534,0.1589,0.3257,0.2426,277.01,50.17,261.13,51.45,3.57,11.27,2.71,9.31
178,Agrocete_Ashland,0.0,97.27,97.46,97.07,70.56,87.95,51.35,71.19,87.95,51.35,100.98,0.09772,0.031239999999999997,0.48623,0.14999,8.03,8.42,18.37,12.56,1.4224,1.4305,1.7402,1.5655,25.04,25.02,26.45,23.57,25.52,24.77,24.72,24.64,28.06,21.94,1.1225,1.0393,1.6079,1.188,15.29,176.93,Ashland Bottoms,20.14,24.51,16.09,20.03,24.51,16.09,2018-06-22,0.71,0.1483,0.1565,0.3244,0.2355,284.43,27.62,269.4,29.09,5.73,15.07,4.25,12.45
179,Agrocete_Ashland,0.0,97.28,97.51,96.6,78.55,88.7,62.46,78.81,88.7,62.46,101.01,0.09505,0.03038,0.47986,0.14664000000000002,7.93,8.33,18.22,12.42,1.4186,1.4272,1.7365,1.5614,24.19,24.13,25.59,23.19,24.4,24.17,24.14,23.92,26.72,22.48,1.1191,1.0382,1.5999,1.1838,10.08,116.71,Ashland Bottoms,19.42,21.92,17.93,19.34,21.92,17.93,2018-06-23,0.49,0.1461,0.1545,0.3225,0.233,315.47,54.64,300.3,57.54,3.23,11.02,2.4,9.0
180,Agrocete_Ashland,0.0,97.06,97.25,96.81,60.65,97.58,31.21,62.18,97.58,31.21,100.74,0.09963999999999999,0.031180000000000003,0.47318000000000005,0.1615,8.11,8.36,18.12,12.83,1.4251,1.4285,1.7336,1.5739,27.2,27.02,32.81,22.1,25.23,23.67,29.05,28.04,37.93,20.8,1.1249,1.0392,1.5915,1.2024,32.19,372.56,Ashland Bottoms,24.3,32.71,13.97,24.04,32.71,13.97,2018-06-24,1.4,0.1498,0.1552,0.3211,0.2401,208.13,72.38,195.88,69.44,1.72,6.27,1.28,5.04
181,Agrocete_Ashland,0.0,97.2,97.57,96.9,62.25,91.78,39.26,63.93,91.78,39.26,100.84,0.09963,0.0317,0.47731999999999997,0.16132,8.08,8.4,18.14,12.77,1.4242,1.4298,1.7346,1.5725,27.7,27.66,30.26,25.63,26.6,24.01,28.53,28.01,33.15,25.23,1.1249,1.0399,1.5967,1.2022,19.29,223.23,Ashland Bottoms,25.5,30.33,19.6,25.21,30.33,19.6,2018-06-25,1.26,0.1492,0.156,0.3214,0.2392,140.65,54.15,132.07,56.99,2.99,9.64,2.05,7.98
182,Agrocete_Ashland,17.02,97.33,97.56,97.13,71.92,96.83,41.79,74.04,96.83,41.79,101.0,0.10022,0.03042,0.48016000000000003,0.14482,7.92,8.3,18.15,12.6,1.4193,1.4264,1.7351,1.5661,26.43,26.27,28.68,24.6,25.93,24.17,26.71,26.3,31.41,23.61,1.1256,1.0383,1.6003,1.1815,26.19,303.12,Ashland Bottoms,23.33,28.37,19.6,23.12,28.37,19.6,2018-06-26,0.83,0.1459,0.154,0.3215,0.2362,199.02,68.7,183.87,65.91,3.55,11.17,2.62,8.21
183,Agrocete_Ashland,0.51,97.28,97.51,96.97,67.24,97.3,43.2,68.89,97.3,43.2,100.94,0.1006,0.030610000000000002,0.47926,0.14732,8.28,8.3,18.13,12.96,1.4307,1.4262,1.7345,1.5758,27.21,27.05,32.02,23.37,25.8,24.03,28.41,27.73,36.09,22.3,1.1261,1.0385,1.5991,1.1846,28.66,331.66,Ashland Bottoms,25.33,32.91,18.53,25.22,32.91,18.53,2018-06-27,1.18,0.1534,0.1538,0.3212,0.2423,245.49,81.88,228.52,81.9,2.27,6.94,1.63,5.33
184,Agrocete_Ashland,0.0,97.13,97.35,96.86,69.39,97.65,43.27,71.27,97.65,43.27,100.73,0.10355999999999999,0.0322,0.48197,0.16734000000000002,8.73,8.44,18.16,13.65,1.4456,1.4312,1.7354,1.5959999999999999,30.0,29.85,34.93,25.26,27.69,24.26,31.74,30.88,39.47,24.32,1.1298,1.0405,1.6026,1.2098,31.18,360.89,Ashland Bottoms,28.95,36.18,20.35,28.66,36.18,20.35,2018-06-28,1.38,0.1629,0.1568,0.3216,0.254,103.51,50.24,108.37,58.18,2.23,9.02,1.57,6.86
185,Agrocete_Ashland,0.0,97.07,97.3,96.87,55.61,91.44,23.65,58.31,91.44,23.65,100.63,0.10262,0.03337,0.48752,0.17435,8.89,8.53,18.25,13.91,1.4502,1.4345,1.7379,1.6035,31.47,31.31,35.84,27.25,29.12,24.95,33.29,32.36,40.93,26.4,1.1286,1.042,1.6096,1.2186,32.04,370.81,Ashland Bottoms,31.93,39.66,22.87,31.55,39.66,22.87,2018-06-29,2.34,0.166,0.1588,0.3228,0.2583,172.41,20.42,165.57,25.41,4.46,12.03,2.82,8.82
186,Agrocete_Ashland,0.0,97.1,97.35,96.87,49.7,74.19,20.65,51.12,74.19,20.65,100.65,0.10159,0.03381,0.49313999999999997,0.16666,8.77,8.53,18.31,13.76,1.4464,1.4345,1.7399,1.5988,31.49,31.4,34.81,28.34,29.53,25.59,33.11,32.2,39.16,27.84,1.1274,1.0425,1.6167,1.2089,32.53,376.52,Ashland Bottoms,31.7,38.43,26.69,31.57,38.43,26.69,2018-06-30,2.47,0.1636,0.1587,0.3237,0.2557,163.5,14.76,155.85,16.92,7.84,14.97,4.98,12.27
187,Agrocete_Ashland,2.79,97.15,97.4,96.84,59.34,82.85,35.57,61.09,82.85,35.57,100.73,0.10142999999999999,0.03377,0.49756000000000006,0.16217,8.58,8.46,18.3,13.51,1.4404,1.4323,1.7401,1.5919,31.11,30.94,35.25,28.33,29.48,25.9,32.31,31.49,40.03,27.28,1.1272,1.0425,1.6222,1.2033,25.58,296.11,Ashland Bottoms,29.23,35.5,21.92,29.05,35.5,21.92,2018-07-01,1.69,0.1597,0.1573,0.3235,0.2517,175.22,27.08,166.62,27.32,4.56,17.89,3.03,12.41
